GEOID,NAMELSAD,neighborhood,court_count,courts_per_10k,courts_per_sqmi,median_household_income,income_q,total_population,pct_white,pct_black,pct_hispanic,poverty_rate,LPA,OBESITY,MHLTH,area_sqmi,ALAND,city,has_court,lat,lon
13121011417,Census Tract 114.17,,0,0.0,0.0,116846.0,Q3,4561,82.70116202587153,5.042753782065336,3.3326024994518746,2.967685205539679,14.7,21.6,11.5,2.906780263074578,7528526,Atlanta,No court,34.05696283667808,-84.36293463161815
13121011416,Census Tract 114.16,,1,1.8740629685157422,0.39135414601596613,151397.0,Q4 (highest),5336,80.9032983508246,3.185907046476762,6.353073463268366,4.246885617214043,14.6,22.3,12.6,2.55523037172373,6618016,Atlanta,Has court,34.065166465774674,-84.34442433918319
13121011421,Census Tract 114.21,,0,0.0,0.0,78715.0,Q2,5913,32.26788432267884,37.02012514797903,30.61051919499408,17.926640261753057,29.8,33.1,19.6,1.5052455841494246,3898568,Atlanta,No court,34.04140785187035,-84.33130411563505
13121006000,Census Tract 60,Westview,0,0.0,0.0,52625.0,Q1 (lowest),3429,14.552347623213766,81.83143773694955,3.6453776611256927,27.559055118110237,31.2,37.7,19.7,0.6047170874922972,1566210,Atlanta,No court,33.737942850678145,-84.43903515844228
13121003600,Census Tract 36,Atlanta University Center,0,0.0,0.0,79114.0,Q2,976,22.848360655737704,76.63934426229508,0.0,14.754098360655737,21.4,33.0,17.3,0.1520790829918903,393883,Atlanta,No court,33.75187311329212,-84.40292326013278
13089021912,Census Tract 219.12,,0,0.0,0.0,162695.0,Q4 (highest),3563,49.76143699129947,42.09935447656469,3.0872859949480773,4.029304029304029,17.1,26.3,11.3,4.268179234807265,11054533,Atlanta,No court,33.83542108641362,-84.15894987891342
13121010604,Census Tract 106.04,,2,6.809669731018046,1.0854511778352356,29432.0,Q1 (lowest),2937,1.634320735444331,95.53966632618318,1.3278855975485189,40.108954715696285,40.5,44.2,21.9,1.842551780162688,4772187,Atlanta,Has court,33.628008530043715,-84.47308188739099
13089023802,Census Tract 238.02,,6,18.376722817764165,1.6144755755933382,71729.0,Q2,3265,26.52373660030628,55.681470137825414,13.26186830015314,10.555972952667167,25.2,35.1,19.3,3.7163770642952785,9625372,Atlanta,Has court,33.69520275701131,-84.3333210099597
13089020100,Census Tract 201,Morningside/Lenox Park,0,0.0,0.0,181250.0,Q4 (highest),2128,91.54135338345864,1.2218045112781954,9.069548872180452,6.7669172932330826,13.2,24.1,13.1,0.4452464644623836,1153183,Atlanta,No court,33.79873577511879,-84.34455724832314
13089022302,Census Tract 223.02,,1,2.360160490913382,0.7388062490176541,95847.0,Q3,4237,58.461175359924475,20.48619306112816,3.0918102430965306,12.898653437278526,16.5,25.6,14.4,1.3535348426324756,3505639,Atlanta,Has court,33.81338612972508,-84.28082972774952
13089022007,Census Tract 220.07,,0,0.0,0.0,45883.0,Q1 (lowest),4827,12.720116014087424,64.36710171949451,3.2939714108141707,34.03990024937656,32.1,36.9,21.4,0.4685087344034026,1213432,Atlanta,No court,33.81030922454012,-84.24666807792013
13089020200,Census Tract 202,Druid Hills,0,0.0,0.0,93068.0,Q3,2068,75.24177949709865,3.67504835589942,3.3849129593810443,9.71953578336557,11.9,23.1,13.0,0.5944676191549922,1539664,Atlanta,No court,33.77563201917778,-84.34036192750042
13089020300,Census Tract 203,Lake Claire,2,4.397537379067722,2.6995674939298535,175885.0,Q4 (highest),4548,73.81266490765171,6.9041336851363235,7.453825857519789,8.53122251539138,13.7,26.0,13.7,0.7408594171092685,1918817,Atlanta,Has court,33.765994230729945,-84.32964716046662
13121000502,Census Tract 5.02,Sherwood Forest,0,0.0,0.0,144643.0,Q4 (highest),1979,83.47650328448711,6.265790803436079,3.58767054067711,3.6382011116725623,14.0,23.3,12.3,0.789208675870313,2044041,Atlanta,No court,33.799306851976404,-84.38035594920089
13121008905,Census Tract 89.05,Blandtown,0,0.0,0.0,119210.0,Q3,5220,57.20306513409962,29.367816091954026,4.252873563218391,3.409961685823755,11.6,22.7,15.9,1.9861570787200558,5144123,Atlanta,No court,33.79665818439937,-84.42107390621914
13121000601,Census Tract 6.01,Home Park,1,2.1997360316761987,2.528327157288059,78140.0,Q2,4546,45.05059392872855,25.824901011878577,7.699076110866695,25.809199318568993,16.1,21.7,20.5,0.3955184348344471,1024388,Atlanta,Has court,33.783362234413275,-84.40725238777836
13121011802,Census Tract 118.02,English Avenue,0,0.0,0.0,47404.0,Q1 (lowest),1625,15.076923076923077,78.58461538461539,0.0,24.43076923076923,30.6,38.2,21.6,0.5093676109696261,1319256,Atlanta,No court,33.768531147483415,-84.40660136145496
13121009405,Census Tract 94.05,Lindbergh/Morosgo,0,0.0,0.0,75991.0,Q2,3615,28.354080221300137,42.60027662517289,4.702627939142462,11.977869986168741,12.5,21.9,15.4,0.28301057765518606,732994,Atlanta,No court,33.820744569140565,-84.3685339144742
13121009203,Census Tract 92.03,Lindridge/Martin Manor,0,0.0,0.0,68598.0,Q2,2527,38.89988128215275,37.633557578155916,14.246141669964384,16.145627225959636,17.2,26.8,17.3,0.5259128613723307,1362108,Atlanta,No court,33.81588221112348,-84.35855571378958
13121000202,Census Tract 2.02,Virginia Highland,0,0.0,0.0,176332.0,Q4 (highest),3999,85.29632408102026,1.550387596899225,6.801700425106276,1.5881147540983607,10.7,21.4,12.3,0.6139850841007758,1590214,Atlanta,No court,33.78704478831381,-84.36285079291308
13121010522,Census Tract 105.22,,0,0.0,0.0,53062.0,Q1 (lowest),5644,5.120481927710843,87.22537207654146,0.15946137491141033,19.989348482158707,30.7,39.6,20.7,1.817658614634508,4707714,Atlanta,No court,33.60876600764041,-84.4803510773179
13121008909,Census Tract 89.09,Underwood Hills,1,5.868544600938967,3.330420380724106,133353.0,Q4 (highest),1704,72.94600938967136,20.129107981220656,0.0,1.5258215962441315,11.7,23.1,14.6,0.30026239503812374,777676,Atlanta,Has court,33.80609604536581,-84.41980965587686
