GEOID,NAMELSAD,neighborhood,court_count,courts_per_10k,courts_per_sqmi,median_household_income,income_q,total_population,pct_black,poverty_rate,LPA,OBESITY,MHLTH,area_sqmi,ALAND,city,has_court,lat,lon
17031251400,Census Tract 2514,Austin,1,3.0590394616090544,3.7643642409901923,21049.0,Q1 (lowest),3269,84.42948914040991,31.752829611501987,39.0,45.2,19.7,0.265649107254551,688028,Chicago,Has court,41.89095744228987,-87.77012479716826
17031260300,Census Tract 2603,Garfield Park,2,12.383900928792569,15.735663923544976,,nan,1615,87.6780185758514,36.26782393056416,37.7,45.1,20.9,0.1270998166786873,329187,Chicago,Has court,41.884276615036505,-87.73313624783252
17031260500,Census Tract 2605,Garfield Park,0,0.0,0.0,40991.0,Q1 (lowest),1594,98.93350062735257,22.187303582652422,37.9,47.8,21.5,0.13032994747466012,337553,Chicago,No court,41.87666392980593,-87.7377281698673
17031260600,Census Tract 2606,Garfield Park,0,0.0,0.0,42875.0,Q1 (lowest),2115,96.73758865248226,17.872340425531917,41.0,47.0,23.1,0.12309902594143293,318825,Chicago,No court,41.87710770357853,-87.73286703707404
17031260700,Census Tract 2607,Garfield Park,0,0.0,0.0,46167.0,Q1 (lowest),1216,86.8421052631579,34.45723684210527,38.9,45.0,21.4,0.1271052221091372,329201,Chicago,No court,41.87705659022654,-87.72799618499982
17031260800,Census Tract 2608,Garfield Park,0,0.0,0.0,36681.0,Q1 (lowest),1782,93.0976430976431,31.313131313131315,40.7,48.8,22.4,0.12700637995233954,328945,Chicago,No court,41.87708482286876,-87.72309638827704
17031050700,Census Tract 507,North Center,0,0.0,0.0,130699.0,Q4 (highest),1484,0.3369272237196766,8.76010781671159,11.1,25.1,13.4,0.06344662600753363,164326,Chicago,No court,41.94507103847245,-87.67605949619478
17031050900,Census Tract 509,North Center,0,0.0,0.0,136053.0,Q4 (highest),1542,1.556420233463035,3.9030955585464335,12.8,25.2,13.9,0.06282809032319842,162724,Chicago,No court,41.9449465596841,-87.68577800321707
17031051000,Census Tract 510,North Center,0,0.0,0.0,184464.0,Q4 (highest),1665,6.126126126126126,3.123123123123123,11.5,24.5,13.0,0.06433852203176231,166636,Chicago,No court,41.941302426966494,-87.68573169844562
17031051100,Census Tract 511,North Center,0,0.0,0.0,181827.0,Q4 (highest),1864,0.37553648068669526,7.741935483870968,11.9,25.8,14.2,0.06281959607534861,162702,Chicago,No court,41.941365177959845,-87.68082663927251
17031051200,Census Tract 512,North Center,0,0.0,0.0,174598.0,Q4 (highest),1565,2.68370607028754,5.614266842800529,10.7,23.9,13.8,0.06353195458820658,164547,Chicago,No court,41.9414224477599,-87.67595355260681
17031831100,Census Tract 8311,Avondale,0,0.0,0.0,97640.0,Q3,6828,2.6215582893966025,12.369619509328631,21.5,30.0,15.4,0.5077857503586889,1315159,Chicago,No court,41.94285581303519,-87.71749553258198
17031831500,Census Tract 8315,Belmont Cragin,0,0.0,0.0,78682.0,Q3,3479,9.916642713423398,9.370508766887037,28.2,32.7,16.4,0.3716951584331665,962686,Chicago,No court,41.92759556923516,-87.78800675934622
17031831600,Census Tract 8316,Montclare,0,0.0,0.0,59535.0,Q2,7209,8.91940629768345,6.364016153739034,29.8,32.7,15.3,0.5748466788263111,1488846,Chicago,No court,41.92561056126982,-87.79761487598931
17031831200,Census Tract 8312,Hermosa,0,0.0,0.0,61250.0,Q2,4657,4.638179085248013,10.457375993128624,33.2,35.4,16.7,0.22164272575780275,574052,Chicago,No court,41.915321262277516,-87.73225998607661
17031831000,Census Tract 8310,Bucktown,0,0.0,0.0,199886.0,Q4 (highest),2277,2.4593763724198507,5.797101449275362,10.4,24.2,13.9,0.1085904645118047,281248,Chicago,No court,41.914798120094204,-87.67699655114818
17031843000,Census Tract 8430,North Lawndale,1,4.0733197556008145,2.4299491209454143,21726.0,Q1 (lowest),2455,89.61303462321793,45.09403107113655,38.4,47.2,22.2,0.4115312503378394,1065861,Chicago,Has court,41.86793610040466,-87.72274885882986
17031843100,Census Tract 8431,North Lawndale,3,20.120724346076457,7.926140675877489,61648.0,Q2,1491,77.19651240778002,27.833668678739098,30.2,42.1,19.3,0.378494417734754,980296,Chicago,Has court,41.86075009449607,-87.70071235042221
17031842900,Census Tract 8429,"Little Italy, Uic",1,3.8022813688212924,1.1727941293004727,21521.0,Q1 (lowest),2630,63.76425855513308,51.33079847908745,37.0,43.7,19.8,0.8526645683300463,2208391,Chicago,Has court,41.863138632969914,-87.67293711680027
17031843500,Census Tract 8435,Little Village,8,9.445100354191263,10.961937774843294,55833.0,Q1 (lowest),8470,67.33175914994098,25.59241706161137,30.1,37.6,19.6,0.7297979758979578,1890168,Chicago,Has court,41.838216780930715,-87.69675404044784
17031842000,Census Tract 8420,Douglas,1,3.5523978685612794,4.389713446991846,135341.0,Q4 (highest),2815,47.60213143872114,16.898792943361187,20.7,26.3,16.9,0.22780530257283046,590013,Chicago,Has court,41.8349600784139,-87.62517013139242
17031070101,Census Tract 701.01,Lincoln Park,0,0.0,0.0,96944.0,Q3,4179,2.0339794209140942,11.438143096434555,13.0,23.1,13.1,0.20549477449316367,532229,Chicago,No court,41.93046401887253,-87.63255807586725
17031836200,Census Tract 8362,Hyde Park,0,0.0,0.0,,nan,1919,8.077123501823866,9.919571045576408,12.7,16.5,20.5,0.3141952781248407,813762,Chicago,No court,41.79046941913949,-87.60128491494923
17031804308,Census Tract 8043.08,,0,0.0,0.0,91127.0,Q3,4846,7.346264960792406,12.278167560874948,23.2,28.1,15.1,0.8801361241828147,2279542,Chicago,No court,42.02392063849071,-88.15269889903489
17031820605,Census Tract 8206.05,,0,0.0,0.0,63009.0,Q2,5312,49.17168674698795,20.350150602409638,25.6,36.8,19.2,0.6191410925456026,1603568,Chicago,No court,41.73805711415229,-87.8304572183097
17031836300,Census Tract 8363,Hyde Park,0,0.0,0.0,50729.0,Q1 (lowest),1581,58.317520556609736,29.79127134724858,20.9,32.5,16.9,0.05309792941125596,137523,Chicago,No court,41.80153232988133,-87.60175847659731
17031834500,Census Tract 8345,Washington Park,0,0.0,0.0,53958.0,Q1 (lowest),1606,96.88667496886674,41.78082191780822,36.8,48.0,23.4,0.17920276078499206,464133,Chicago,No court,41.78808233246706,-87.62473600135581
17031836000,Census Tract 8360,Grand Boulevard,1,3.6429872495446265,5.12118479851307,79485.0,Q3,2745,87.61384335154827,23.89799635701275,25.2,40.9,17.5,0.1952673139798331,505740,Chicago,Has court,41.81400356623662,-87.61168434804306
17031842600,Census Tract 8426,New City,0,0.0,0.0,91667.0,Q3,4587,5.798997165903641,16.13254850664923,25.7,29.7,15.7,1.420630906398022,3679417,Chicago,No court,41.816218595370955,-87.65169495991745
17031834400,Census Tract 8344,Woodlawn,0,0.0,0.0,40588.0,Q1 (lowest),4125,80.67878787878789,20.33939393939394,24.5,40.0,17.1,0.22644660901903793,586494,Chicago,No court,41.77695045912093,-87.59630295117084
17031834300,Census Tract 8343,Avalon Park,1,1.5964240102171137,1.354853458057152,52425.0,Q1 (lowest),6264,93.59833971902938,18.726053639846743,27.5,39.7,15.5,0.7380872034928347,1911637,Chicago,Has court,41.745835163891186,-87.59178807376078
17031843200,Census Tract 8432,Lower West Side,2,9.385265133740027,1.8573125566742907,70525.0,Q2,2131,3.5664007508212108,13.467855466916939,26.6,33.6,15.2,1.0768246802687889,2788963,Chicago,Has court,41.84747033287172,-87.6635016834798
17031843400,Census Tract 8434,North Lawndale,0,0.0,0.0,43021.0,Q1 (lowest),1208,54.056291390728475,17.3841059602649,32.9,39.9,17.7,0.2533652665572196,656213,Chicago,No court,41.84932735622423,-87.7320217532552
17031803200,Census Tract 8032,,0,0.0,0.0,98618.0,Q3,5085,0.03933136676499509,7.3098799241626295,19.5,24.6,12.3,1.0710435724026521,2773990,Chicago,No court,42.098844271946085,-87.99767554461421
17031803300,Census Tract 8033,,0,0.0,0.0,102095.0,Q3,5417,5.150452279859701,8.927911275415896,17.4,26.6,13.7,0.7673483429266854,1987423,Chicago,No court,42.08506986958006,-87.98947674952836
17031808900,Census Tract 8089,,0,0.0,0.0,192577.0,Q4 (highest),4216,1.3519924098671727,2.106270943034945,11.6,23.6,10.1,0.5536276615953433,1433889,Chicago,No court,42.06651486146721,-87.71747104931215
17031809000,Census Tract 8090,,0,0.0,0.0,207434.0,Q4 (highest),4051,5.208590471488521,5.34020059636758,14.8,23.1,10.2,0.5602346420137854,1451001,Chicago,No court,42.05975689785805,-87.71891404215376
17031301803,Census Tract 3018.03,Little Village,0,0.0,0.0,59213.0,Q2,3264,0.0,12.959558823529413,33.3,34.9,16.2,0.13554116853051057,351050,Chicago,No court,41.83954972050366,-87.72787083373709
17031829700,Census Tract 8297,,0,0.0,0.0,53409.0,Q1 (lowest),2827,63.494870887866995,25.185709232401837,29.5,38.9,17.3,7.124785906343968,18453110,Chicago,No court,41.4948649086864,-87.59735504966307
17031830003,Census Tract 8300.03,,0,0.0,0.0,128750.0,Q4 (highest),8131,87.04956339933587,6.887221743942934,20.5,35.2,14.1,4.1203063489097245,10671544,Chicago,No court,41.51370354364861,-87.77052353021608
17031823703,Census Tract 8237.03,,0,0.0,0.0,68274.0,Q2,8665,3.0929024812463934,13.161320866374718,24.0,31.1,17.7,2.006980727323833,5198056,Chicago,No court,41.71880526265723,-87.80825310717206
17031829800,Census Tract 8298,,0,0.0,0.0,141250.0,Q4 (highest),6716,58.6063132817153,2.4813153961136023,16.4,29.9,12.4,2.0136684030968484,5215377,Chicago,No court,41.54258758408136,-87.68433625425118
17031804607,Census Tract 8046.07,,0,0.0,0.0,137633.0,Q4 (highest),7236,1.1332227750138197,2.28310502283105,18.4,24.8,13.1,1.4052690591616641,3639630,Chicago,No court,41.99611742892749,-88.05359275624002
17031823901,Census Tract 8239.01,,0,0.0,0.0,118778.0,Q4 (highest),3979,5.931138477004272,4.236631361405322,20.3,27.1,12.4,3.958877801750433,10253446,Chicago,No court,41.668714212341015,-87.83884902913091
17031804709,Census Tract 8047.09,,0,0.0,0.0,99214.0,Q3,7925,2.7886435331230284,3.574193548387097,23.4,24.6,13.2,1.1758425135560473,3045418,Chicago,No court,42.03792658457224,-88.08796988521145
17031826800,Census Tract 8268,,0,0.0,0.0,60489.0,Q2,5159,32.48691606900562,25.5863539445629,32.8,39.2,18.2,3.0669284954216005,7943308,Chicago,No court,41.6373646197343,-87.66001505992556
17031710300,Census Tract 7103,Auburn Gresham,0,0.0,0.0,54886.0,Q1 (lowest),1170,95.55555555555556,17.00854700854701,32.0,41.5,18.8,0.12647973658565215,327581,Chicago,No court,41.75404851434254,-87.66110569972989
17031826402,Census Tract 8264.02,,0,0.0,0.0,53407.0,Q1 (lowest),4993,89.74564390146205,20.93404342482589,30.3,42.5,17.6,0.7813958983593746,2023806,Chicago,No court,41.62806505247699,-87.59009409222506
17031826600,Census Tract 8266,,0,0.0,0.0,48058.0,Q1 (lowest),4735,85.61774023231257,32.88278775079198,35.6,46.7,19.8,0.5839583040539184,1512445,Chicago,No court,41.63635188587713,-87.62301502568909
17031826700,Census Tract 8267,,0,0.0,0.0,46563.0,Q1 (lowest),4343,89.98388210914115,32.59566620562471,34.6,46.0,20.6,0.4303502564490646,1114602,Chicago,No court,41.63621125450424,-87.63355809900649
17031826901,Census Tract 8269.01,,0,0.0,0.0,19522.0,Q1 (lowest),1675,77.73134328358209,50.92537313432835,46.0,49.3,22.5,0.5061417272975782,1310901,Chicago,No court,41.62104726198575,-87.66447958968416
17031826902,Census Tract 8269.02,,0,0.0,0.0,41595.0,Q1 (lowest),1375,68.14545454545454,32.265112891478516,42.6,45.5,20.7,0.2720699864246475,704658,Chicago,No court,41.614869942464516,-87.6640082304347
17031730700,Census Tract 7307,Washington Heights,1,4.688232536333802,2.6211429045636434,67500.0,Q2,2133,93.29582747304266,18.09657759024848,28.3,39.7,17.2,0.3815129645388318,988114,Chicago,Has court,41.703081671745274,-87.65007926852958
17031740100,Census Tract 7401,Mount Greenwood,0,0.0,0.0,109375.0,Q4 (highest),2794,1.0737294201861132,11.023622047244094,18.2,29.5,15.2,0.34414445163452495,891330,Chicago,No court,41.69728637660671,-87.69860836254739
17031740200,Census Tract 7402,Mount Greenwood,0,0.0,0.0,124161.0,Q4 (highest),6207,0.837763815047527,6.163434903047092,17.3,27.7,15.1,0.7578730094502368,1962882,Chicago,No court,41.70470184907959,-87.71270596462692
17031740300,Census Tract 7403,Mount Greenwood,0,0.0,0.0,124250.0,Q4 (highest),5127,0.31207333723425007,4.017944216890969,14.9,26.6,14.1,0.5099359533712126,1320728,Chicago,No court,41.69506933532328,-87.71072325358668
17031740400,Census Tract 7404,Mount Greenwood,0,0.0,0.0,91042.0,Q3,4425,9.016949152542372,3.367231638418079,18.1,29.7,16.1,1.096068398772504,2838804,Chicago,No court,41.687238652054155,-87.71931591812415
17031803005,Census Tract 8030.05,,0,0.0,0.0,112455.0,Q4 (highest),2825,0.0,2.7256637168141595,14.8,24.3,12.3,1.1778405923116246,3050593,Chicago,No court,42.132241854383835,-87.99204636527753
17031803007,Census Tract 8030.07,,0,0.0,0.0,105833.0,Q3,4939,1.397043936019437,14.598096780724843,19.1,27.3,13.6,0.9912339362190095,2567284,Chicago,No court,42.131743448655484,-87.97067386098456
17031804314,Census Tract 8043.14,,0,0.0,0.0,107031.0,Q4 (highest),1384,0.4335260115606936,8.453757225433527,19.9,25.3,12.3,2.523552232674437,6535970,Chicago,No court,42.03770868852469,-88.20400975312113
17031824509,Census Tract 8245.09,,0,0.0,0.0,119799.0,Q4 (highest),4856,5.292421746293245,3.951179147703765,18.0,28.2,14.8,1.1269160320433917,2918699,Chicago,No court,41.618789206667984,-87.77180584849087
17031824127,Census Tract 8241.27,,0,0.0,0.0,117574.0,Q4 (highest),3812,2.492130115424974,4.853095487932844,17.4,26.8,13.2,1.1855498944396654,3070560,Chicago,No court,41.57162675489188,-87.8452522423363
17031824125,Census Tract 8241.25,,0,0.0,0.0,123277.0,Q4 (highest),4357,1.8590773467982558,1.3082396144135873,17.8,27.9,15.4,0.7306466284785875,1892366,Chicago,No court,41.5858757826268,-87.838062379317
17031824124,Census Tract 8241.24,,0,0.0,0.0,79688.0,Q3,3007,22.480877951446622,13.619590741361959,21.0,29.4,15.4,0.7636676308924983,1977890,Chicago,No court,41.59550598921466,-87.84445895572313
17031824129,Census Tract 8241.29,,0,0.0,0.0,107774.0,Q4 (highest),4190,4.176610978520286,2.026192241166296,17.5,25.1,12.7,2.750592280736436,7124001,Chicago,No court,41.58866817097801,-87.87573421743994
17031824128,Census Tract 8241.28,,0,0.0,0.0,94667.0,Q3,4285,5.834305717619603,6.744457409568261,18.9,25.9,12.9,3.2276844525920585,8359664,Chicago,No court,41.57122490659007,-87.86802535887098
17031829903,Census Tract 8299.03,,0,0.0,0.0,85972.0,Q3,3717,83.83104654291095,4.788808178638687,22.6,36.5,15.9,0.9733709190930614,2521019,Chicago,No court,41.549996403733914,-87.722806163838
17031804313,Census Tract 8043.13,,0,0.0,0.0,128143.0,Q4 (highest),6466,9.60408289514383,8.50567563364951,21.3,26.8,13.7,1.506572231222693,3902004,Chicago,No court,42.062518581038454,-88.24019661326004
17031804312,Census Tract 8043.12,,0,0.0,0.0,173750.0,Q4 (highest),1736,0.0,2.9377880184331797,16.3,20.3,10.7,3.1664640917255213,8201104,Chicago,No court,42.05602222437993,-88.19994664694799
17031820203,Census Tract 8202.03,,0,0.0,0.0,124769.0,Q4 (highest),3659,0.0,3.552883301448483,17.1,26.0,12.7,2.380157359802439,6164579,Chicago,No court,41.73460079364081,-87.90133349286694
17031820204,Census Tract 8202.04,,0,0.0,0.0,105871.0,Q3,4611,0.0,7.677293428757319,18.2,26.7,11.9,2.7177627850013204,7038973,Chicago,No court,41.75948190547131,-87.8917097840451
17031630600,Census Tract 6306,Gage Park,1,3.6245016310257343,2.349559886386006,48398.0,Q1 (lowest),2759,9.568684305907937,31.388184124682855,37.7,38.9,17.6,0.4256116244554029,1102329,Chicago,Has court,41.80120937995317,-87.68885274167363
17031490200,Census Tract 4902,Roseland,0,0.0,0.0,65268.0,Q2,3106,90.7598197037991,13.680781758957655,26.5,38.5,15.3,0.33608032160766765,870444,Chicago,No court,41.72490947092418,-87.61687428430236
17031612200,Census Tract 6122,New City,1,2.5773195876288657,2.8839200114911936,46227.0,Q1 (lowest),3880,33.68556701030928,25.48969072164948,40.8,41.0,19.6,0.3467502552135377,898079,Chicago,Has court,41.80487604212147,-87.6527193509295
17031844700,Census Tract 8447,North Lawndale,0,0.0,0.0,69583.0,Q2,1906,68.5729275970619,28.12172088142707,29.8,40.5,19.2,0.15515593122439178,401852,Chicago,No court,41.85414730441007,-87.71170002304069
17031844600,Census Tract 8446,Grand Boulevard,0,0.0,0.0,56848.0,Q2,2274,74.75813544415128,20.647002854424358,28.3,40.4,17.7,0.1678274185054139,434671,Chicago,No court,41.81338527906852,-87.62544368907766
17031803613,Census Tract 8036.13,,0,0.0,0.0,66745.0,Q2,3432,2.8554778554778557,8.333333333333332,29.0,32.8,16.7,0.30509369155378324,790189,Chicago,No court,42.14146732604035,-88.01367186775836
17031803615,Census Tract 8036.15,,0,0.0,0.0,105625.0,Q3,2292,5.06108202443281,2.8359511343804535,14.8,24.6,13.2,0.5195572334698075,1345647,Chicago,No court,42.13169401581055,-88.07845183402453
17031804512,Census Tract 8045.12,,0,0.0,0.0,154811.0,Q4 (highest),3408,8.538732394366196,3.6384976525821595,17.3,24.1,12.4,1.4348186169202328,3716163,Chicago,No court,42.0200466453242,-88.22114299197248
17031804315,Census Tract 8043.15,,0,0.0,0.0,94219.0,Q3,2560,0.0,4.6875,19.4,25.6,13.9,0.4103436000475678,1062785,Chicago,No court,42.02007115945795,-88.18818296847205
17031804513,Census Tract 8045.13,,0,0.0,0.0,131772.0,Q4 (highest),3803,6.6263476202997635,2.077307388903497,16.5,24.0,13.0,1.930875741509227,5000945,Chicago,No court,42.008521239444065,-88.22548220310073
17031320102,Census Tract 3201.02,Loop,0,0.0,0.0,109211.0,Q4 (highest),5330,0.975609756097561,10.294946458763855,13.7,22.6,14.2,0.17515216286716387,453642,Chicago,No court,41.885039022703424,-87.62405518541148
17031809401,Census Tract 8094.01,,0,0.0,0.0,103269.0,Q3,3116,3.690629011553274,9.876543209876543,16.8,22.5,11.5,0.25851664177594647,669555,Chicago,No court,42.04336678814882,-87.6689067126727
17031750300,Census Tract 7503,Morgan Park,0,0.0,0.0,120643.0,Q4 (highest),2590,11.351351351351353,3.948896631823461,14.1,26.8,13.6,0.25550813362841834,661763,Chicago,No court,41.695391114950404,-87.6861725613578
17031750400,Census Tract 7504,Morgan Park,0,0.0,0.0,108788.0,Q4 (highest),3036,27.173913043478258,2.9693170570768723,16.9,30.0,13.8,0.3843874952316381,995559,Chicago,No court,41.68565685847078,-87.68507118110557
17031750500,Census Tract 7505,Morgan Park,1,1.8511662347278786,0.9824814029444232,68615.0,Q2,5402,62.513883746760456,13.016693163751988,25.3,36.0,14.9,1.0178309706454238,2636170,Chicago,Has court,41.68461551629522,-87.67123345652128
17031804901,Census Tract 8049.01,,0,0.0,0.0,120685.0,Q4 (highest),6382,1.206518332811031,4.945054945054945,15.6,25.6,12.8,1.1043448849956061,2860240,Chicago,No court,42.05941719368917,-87.93222035539372
17031804902,Census Tract 8049.02,,0,0.0,0.0,127830.0,Q4 (highest),6277,3.5685837183367854,0.8284212203281823,18.2,24.7,12.5,1.010038270447585,2615987,Chicago,No court,42.04461495714147,-87.93096737056142
17031805001,Census Tract 8050.01,,0,0.0,0.0,138705.0,Q4 (highest),4833,1.2828470929029587,1.4276846679081316,16.3,25.5,12.7,1.1958723360880437,3097295,Chicago,No court,42.056437983822036,-87.9512517487401
17031805002,Census Tract 8050.02,,0,0.0,0.0,73736.0,Q2,7527,3.9723661485319512,8.094276094276093,24.3,28.0,15.2,0.7283184323633932,1886336,Chicago,No court,42.04235387620721,-87.95076926711367
17031809100,Census Tract 8091,,0,0.0,0.0,105469.0,Q3,3487,1.8067106395182104,10.480093676814988,15.7,26.5,11.9,0.48303544263525544,1251056,Chicago,No court,42.059352030939756,-87.70435871341252
17031809200,Census Tract 8092,,0,0.0,0.0,51978.0,Q1 (lowest),4930,53.40770791075051,17.251877410188758,26.8,37.4,17.3,0.4607175786142638,1193253,Chicago,No court,42.05255350665202,-87.6992702956385
17031809300,Census Tract 8093,,0,0.0,0.0,49063.0,Q1 (lowest),4748,8.972198820556024,29.8348789866546,18.8,24.4,17.1,0.39293656959028384,1017701,Chicago,No court,42.05795225329637,-87.68646564591938
17031819801,Census Tract 8198.01,,0,0.0,0.0,225650.0,Q4 (highest),5142,0.8362504861921431,2.860478692352598,11.1,23.8,11.3,0.8442042974716485,2186479,Chicago,No court,41.81219230556176,-87.89740391576478
17031231500,Census Tract 2315,Humboldt Park,1,1.6173378618793468,2.5907496804060393,31755.0,Q1 (lowest),6183,55.636422448649526,31.635128578360018,37.0,44.0,20.1,0.3859886609513249,999706,Chicago,Has court,41.891735716358355,-87.71865249594498
17031071100,Census Tract 711,Lincoln Park,0,0.0,0.0,212677.0,Q4 (highest),3279,1.1588899054589814,8.92416225749559,10.2,21.3,16.0,0.12565888336162176,325455,Chicago,No court,41.92177782219817,-87.65106140314478
17031071000,Census Tract 710,Sheffield & Depaul,1,2.331545814875262,7.97805562486331,186518.0,Q4 (highest),4289,5.619025413849382,5.644515612489992,11.0,20.1,18.4,0.12534382398682928,324639,Chicago,Has court,41.9217011749294,-87.65591141237115
17031071200,Census Tract 712,Lincoln Park,1,3.7091988130563798,7.96429274292743,131163.0,Q4 (highest),2696,1.0385756676557862,11.016320474777448,11.8,23.5,14.7,0.1255604273069991,325200,Chicago,Has court,41.92185477579139,-87.6462106452491
17031071300,Census Tract 713,Lincoln Park,0,0.0,0.0,127083.0,Q4 (highest),3894,0.05136106831022085,14.637904468412943,11.3,23.9,14.1,0.11953028353799322,309582,Chicago,No court,41.92177942965493,-87.64145776839024
17031110300,Census Tract 1103,Jefferson Park,0,0.0,0.0,122652.0,Q4 (highest),5064,0.5134281200631912,3.2187993680884674,18.9,27.0,13.7,0.4674430924004281,1210672,Chicago,No court,41.975290874944186,-87.78323488440017
17031220300,Census Tract 2203,Logan Square,1,4.708097928436912,7.942433953295818,94654.0,Q3,2124,4.001883239171375,10.438512869399428,13.5,25.5,14.5,0.12590598875361586,326095,Chicago,Has court,41.928464715798675,-87.69508635256472
17031220400,Census Tract 2204,Logan Square,0,0.0,0.0,124613.0,Q4 (highest),2622,4.195270785659801,9.70724191063174,14.9,26.3,14.2,0.12723919956385898,329548,Chicago,No court,41.92843150777661,-87.69996837274607
17031220500,Census Tract 2205,Logan Square,0,0.0,0.0,107857.0,Q4 (highest),2955,3.7563451776649748,9.313392250169953,13.2,26.0,14.7,0.13335660242441277,345392,Chicago,No court,41.92833439398387,-87.70498770610581
17031240300,Census Tract 2403,Wicker Park,0,0.0,0.0,142292.0,Q4 (highest),1290,3.0232558139534884,6.3565891472868215,10.7,24.0,13.9,0.06421612764229023,166319,Chicago,No court,41.912369308644024,-87.67506770203627
17031240500,Census Tract 2405,Wicker Park,0,0.0,0.0,178770.0,Q4 (highest),2487,0.8041817450743868,3.8198632891033375,9.5,22.7,14.0,0.09027184681936751,233803,Chicago,No court,41.91196830212125,-87.68362674010024
17031806102,Census Tract 8061.02,,0,0.0,0.0,110227.0,Q4 (highest),4337,8.254553839059257,9.258384506376949,19.8,26.0,13.6,1.2725784829891105,3295963,Chicago,No court,42.0479471817797,-87.90246374981572
17031611600,Census Tract 6116,New City,1,4.885197850512946,7.721327358965874,52692.0,Q1 (lowest),2047,55.98436736687836,28.578407425500735,36.3,41.7,19.1,0.12951141086367968,335433,Chicago,Has court,41.79763295888097,-87.67689801805777
17031340400,Census Tract 3404,Armour Square,0,0.0,0.0,41125.0,Q1 (lowest),1709,9.303686366296079,26.907155529272618,35.6,23.9,14.5,0.11209163903462101,290316,Chicago,No court,41.84188578901302,-87.6320356328775
17031816800,Census Tract 8168,,0,0.0,0.0,82469.0,Q3,5522,25.316914161535674,9.3587842846553,26.9,33.8,15.0,1.843810473253158,4775447,Chicago,No court,41.89143838191196,-87.9119064218082
17031770700,Census Tract 7707,,0,0.0,0.0,68145.0,Q2,2395,2.2964509394572024,9.547738693467336,23.0,28.8,15.1,1.8059477495648628,4677383,Chicago,No court,41.985436100575846,-87.86941995011443
17031430700,Census Tract 4307,,0,0.0,0.0,37983.0,Q1 (lowest),2295,91.15468409586057,25.85624698504583,27.5,40.7,17.0,0.07314705705200178,189450,Chicago,No court,41.76514328197315,-87.55923217969581
17031808100,Census Tract 8081,,0,0.0,0.0,50974.0,Q1 (lowest),3908,4.631525076765609,12.446351931330472,27.0,25.7,11.8,1.8905238170987664,4896434,Chicago,No court,42.01130321962074,-87.790001306958
17031804810,Census Tract 8048.10,,0,0.0,0.0,84075.0,Q3,6302,5.172960964773088,5.135311379197914,19.4,25.2,13.0,1.1753687661873338,3044191,Chicago,No court,42.016151586363065,-88.08297716625412
17031808500,Census Tract 8085,,0,0.0,0.0,133091.0,Q4 (highest),4255,1.9036427732079906,4.3478260869565215,18.1,22.9,11.9,0.9365228719206421,2425583,Chicago,No court,42.04723555909708,-87.77359850686133
17031800200,Census Tract 8002,,0,0.0,0.0,250001.0,Q4 (highest),6266,1.803383338653048,2.3619533992977977,12.0,23.8,11.1,2.685649122698638,6955799,Chicago,No court,42.13519174149343,-87.7704939345708
17031191000,Census Tract 1910,Belmont Cragin,0,0.0,0.0,66632.0,Q2,2394,1.3784461152882206,7.435254803675856,32.6,33.9,15.8,0.16768919392676723,434313,Chicago,No court,41.91922982032766,-87.74380099551676
17031243200,Census Tract 2432,West Town,0,0.0,0.0,124648.0,Q4 (highest),2364,7.656514382402707,10.144927536231885,13.3,26.5,14.0,0.12503918937076156,323850,Chicago,No court,41.8924327424389,-87.66962376185872
17031816700,Census Tract 8167,,0,0.0,0.0,66186.0,Q2,2736,5.555555555555555,12.646198830409357,32.3,33.8,15.9,0.4367726800278611,1131236,Chicago,No court,41.904570321029055,-87.89637792104774
17031825503,Census Tract 8255.03,,0,0.0,0.0,74196.0,Q2,6836,82.79695728496196,18.39215112022258,25.0,37.4,15.8,1.9631210646535815,5084460,Chicago,No court,41.57140898917018,-87.684610214371
17031825504,Census Tract 8255.04,,0,0.0,0.0,66369.0,Q2,3731,91.34280353792549,27.37550471063257,28.8,41.1,17.9,1.0107058411081442,2617716,Chicago,No court,41.56441662681834,-87.70402822803763
17031825505,Census Tract 8255.05,,0,0.0,0.0,76682.0,Q2,5310,85.49905838041431,11.0336586337383,28.0,39.5,16.6,1.9953320247043616,5167886,Chicago,No court,41.564336140652344,-87.733072923389
17031825700,Census Tract 8257,,0,0.0,0.0,55708.0,Q1 (lowest),3978,60.91000502765208,13.817393660254673,30.8,40.2,17.5,1.8548807948144934,4804119,Chicago,No court,41.6375376703817,-87.54470297022701
17031804506,Census Tract 8045.06,,0,0.0,0.0,124613.0,Q4 (highest),5294,2.682281828485077,8.88888888888889,19.7,25.1,12.9,1.9226432709340737,4979623,Chicago,No court,42.00220832347316,-88.19570933495085
17031824119,Census Tract 8241.19,,0,0.0,0.0,109137.0,Q4 (highest),5322,6.050357008643367,2.1044720030063884,17.7,26.4,13.0,2.961880518365336,7671235,Chicago,No court,41.57871856913778,-87.90038627720082
17031831900,Census Tract 8319,Lake View,0,0.0,0.0,131567.0,Q4 (highest),2874,2.2964509394572024,10.82115518441197,11.1,24.1,15.6,0.12522065739300722,324320,Chicago,No court,41.94516901048003,-87.66879066530161
