"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2023","IL","Illinois","Cook","17031","17031060500","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","3.8",,,"3.2","4.3","1,374","1,148","POINT (-87.6605008 41.95272)","17031060500","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031161100","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","26.1",,,"23.0","29.4","1,940","1,481","POINT (-87.738155 41.94988)","17031161100","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","IL","Illinois","Cook","17031","17031210601","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","2.3",,,"2.0","2.6","2,717","2,249","POINT (-87.712214 41.9376356)","17031210601","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031301803","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","2.6",,,"2.2","2.9","5,107","3,589","POINT (-87.7278708 41.8395497)","17031301803","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031310500","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","14.6",,,"13.1","16.0","1,399","1,195","POINT (-87.65474 41.855248)","17031310500","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","IL","Illinois","Cook","17031","17031801200","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","2.5",,,"2.3","2.9","3,651","2,701","POINT (-87.68483 42.0788722)","17031801200","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031806201","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","2.7",,,"2.4","3.1","4,908","4,170","POINT (-87.8897882 42.0454459)","17031806201","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031808200","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","26.5",,,"23.5","29.5","5,646","4,473","POINT (-87.7973221 42.02642)","17031808200","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","IL","Illinois","Cook","17031","17031809800","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","3.7",,,"3.2","4.3","2,678","2,221","POINT (-87.685499 42.037529)","17031809800","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","IL","Illinois","Cook","17031","17031810302","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","2.8",,,"2.5","3.2","3,360","2,637","POINT (-87.6947173 42.0294129)","17031810302","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031813200","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","2.3",,,"2.0","2.6","4,582","3,293","POINT (-87.7969689 41.8690617)","17031813200","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031813500","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","17.0",,,"15.3","18.7","7,169","5,317","POINT (-87.7757697 41.8581606)","17031813500","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","IL","Illinois","Cook","17031","17031816100","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","32.2",,,"28.7","35.7","6,259","5,246","POINT (-87.8183947 41.8615597)","17031816100","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","IL","Illinois","Cook","17031","17031816401","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","34.7",,,"31.1","38.3","4,664","3,358","POINT (-87.8603346 41.8955765)","17031816401","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","IL","Illinois","Cook","17031","17031817900","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","26.5",,,"24.1","29.0","5,532","4,554","POINT (-87.8449998 41.858776)","17031817900","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","IL","Illinois","Cook","17031","17031819200","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","32.1",,,"28.6","35.5","6,154","4,790","POINT (-87.8300332 41.811879)","17031819200","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","IL","Illinois","Cook","17031","17031820104","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","3.0",,,"2.7","3.4","4,453","3,591","POINT (-87.877102 41.7821533)","17031820104","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031820501","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","3.2",,,"2.9","3.6","5,905","4,615","POINT (-87.8141057 41.771069)","17031820501","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031826301","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","4.5",,,"4.1","4.9","3,923","2,951","POINT (-87.60649 41.6152862)","17031826301","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031081403","BRFSS","Disability","Any disability among adults","%","Crude prevalence","15.9",,,"13.8","18.3","9,843","9,232","POINT (-87.620956 41.8929908)","17031081403","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2023","IL","Illinois","Cook","17031","17031081000","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","7.1",,,"5.9","8.4","8,746","8,455","POINT (-87.6321089 41.9002655)","17031081000","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","IL","Illinois","Cook","17031","17031160400","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","4.9",,,"4.3","5.5","4,854","3,956","POINT (-87.7228238 41.9573657)","17031160400","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","IL","Illinois","Cook","17031","17031160200","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","11.1",,,"9.3","13.0","3,278","2,580","POINT (-87.7383981 41.9587931)","17031160200","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","IL","Illinois","Cook","17031","17031032100","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","25.0",,,"22.0","28.4","7,543","6,835","POINT (-87.6530179 41.9581538)","17031032100","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","IL","Illinois","Cook","17031","17031151002","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","5.1",,,"4.2","5.9","4,588","3,481","POINT (-87.7471554 41.9424917)","17031151002","HLTHOUT","COPD","CrdPrv","COPD"
"2023","IL","Illinois","Cook","17031","17031150300","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","14.2",,,"12.7","15.8","7,120","5,799","POINT (-87.7622859 41.9605179)","17031150300","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","IL","Illinois","Cook","17031","17031110400","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","9.2",,,"7.3","11.5","4,522","3,690","POINT (-87.7726114 41.9729536)","17031110400","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","IL","Illinois","Cook","17031","17031030300","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","5.8",,,"5.3","6.3","3,148","2,612","POINT (-87.6725348 41.9943875)","17031030300","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","IL","Illinois","Cook","17031","17031060300","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","3.0",,,"2.6","3.4","3,076","2,407","POINT (-87.6713327 41.9506049)","17031060300","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","IL","Illinois","Cook","17031","17031063303","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","83.0",,,"80.6","85.1","1,274","1,218","POINT (-87.6346613 41.9347312)","17031063303","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","IL","Illinois","Cook","17031","17031071700","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.1",,,"8.1","10.1","1,660","1,325","POINT (-87.6410717 41.9128666)","17031071700","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","IL","Illinois","Cook","17031","17031140800","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","23.0",,,"20.9","25.1","6,486","5,247","POINT (-87.7028469 41.9645144)","17031140800","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","IL","Illinois","Cook","17031","17031030400","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","22.8",,,"20.1","25.7","2,597","2,173","POINT (-87.6720788 41.9869515)","17031030400","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","IL","Illinois","Cook","17031","17031161000","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","13.3",,,"11.7","15.1","1,899","1,538","POINT (-87.7306829 41.9499766)","17031161000","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","IL","Illinois","Cook","17031","17031110100","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.6",,,"74.9","80.1","5,568","4,526","POINT (-87.7696729 41.9874756)","17031110100","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2023","IL","Illinois","Cook","17031","17031030500","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","21.7",,,"19.6","23.7","6,183","5,381","POINT (-87.6649359 41.987226)","17031030500","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","IL","Illinois","Cook","17031","17031010702","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","4.4",,,"3.9","4.9","4,776","3,774","POINT (-87.6727257 42.0090199)","17031010702","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2023","IL","Illinois","Cook","17031","17031070102","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","72.8",,,"69.9","75.6","3,063","2,852","POINT (-87.642202 41.9305828)","17031070102","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2023","IL","Illinois","Cook","17031","17031150200","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","20.5",,,"18.2","22.8","7,434","6,016","POINT (-87.7524131 41.9606747)","17031150200","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","IL","Illinois","Cook","17031","17031070500","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","3.6",,,"3.1","4.0","3,322","2,733","POINT (-87.6608922 41.9289455)","17031070500","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","IL","Illinois","Cook","17031","17031040201","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","8.3",,,"7.2","9.5","6,408","5,340","POINT (-87.6940005 41.9725804)","17031040201","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","IL","Illinois","Cook","17031","17031140601","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","6.6",,,"5.6","7.6","2,545","1,965","POINT (-87.7258909 41.9646471)","17031140601","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","IL","Illinois","Cook","17031","17031150600","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","11.5",,,"9.9","13.2","3,882","3,074","POINT (-87.7717578 41.9494731)","17031150600","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2022","IL","Illinois","Cook","17031","17031010501","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","36.1",,,"32.6","39.7","4,206","3,762","POINT (-87.6639583 42.0094119)","17031010501","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","IL","Illinois","Cook","17031","17031120300","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","8.8",,,"7.8","9.8","6,920","5,212","POINT (-87.740066 41.9911122)","17031120300","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","IL","Illinois","Cook","17031","17031020601","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","20.7",,,"18.7","22.7","6,699","4,677","POINT (-87.7018025 42.0008746)","17031020601","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","IL","Illinois","Cook","17031","17031151100","BRFSS","Disability","Any disability among adults","%","Crude prevalence","28.0",,,"24.9","31.4","5,140","3,994","POINT (-87.7617175 41.9422903)","17031151100","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2023","IL","Illinois","Cook","17031","17031160100","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","10.6",,,"9.4","12.1","2,444","1,975","POINT (-87.7427956 41.9646282)","17031160100","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","IL","Illinois","Cook","17031","17031140301","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","33.7",,,"31.1","36.3","2,693","2,060","POINT (-87.7231695 41.9692055)","17031140301","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","IL","Illinois","Cook","17031","17031010501","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.9",,,"8.9","11.0","4,206","3,762","POINT (-87.6639583 42.0094119)","17031010501","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","IL","Illinois","Cook","17031","17031070101","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","5.5",,,"3.8","8.3","4,171","3,912","POINT (-87.6323247 41.9295225)","17031070101","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2023","IL","Illinois","Cook","17031","17031050700","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","11.1",,,"9.3","13.2","1,513","1,223","POINT (-87.6760595 41.945071)","17031050700","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","IL","Illinois","Cook","17031","17031110200","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","23.4",,,"21.0","25.6","2,772","2,274","POINT (-87.7734442 41.9800699)","17031110200","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","IL","Illinois","Cook","17031","17031031501","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","5.0",,,"4.6","5.5","4,155","3,603","POINT (-87.6524343 41.9672886)","17031031501","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","IL","Illinois","Cook","17031","17031070600","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","1.2",,,"1.1","1.4","3,449","2,734","POINT (-87.6656766 41.9287627)","17031070600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","IL","Illinois","Cook","17031","17031081201","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","1.6",,,"1.4","1.9","5,080","4,820","POINT (-87.626212 41.8991538)","17031081201","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","IL","Illinois","Cook","17031","17031160700","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","27.2",,,"24.0","30.3","5,766","4,599","POINT (-87.7021347 41.9512177)","17031160700","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","IL","Illinois","Cook","17031","17031071000","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","80.5",,,"76.6","83.7","4,357","3,945","POINT (-87.6559114 41.9217011)","17031071000","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","IL","Illinois","Cook","17031","17031020200","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","74.5",,,"71.6","77.0","7,128","5,014","POINT (-87.6995191 42.0156903)","17031020200","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","IL","Illinois","Cook","17031","17031100600","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","24.1",,,"21.3","27.2","4,897","3,899","POINT (-87.7974007 41.9792049)","17031100600","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","IL","Illinois","Cook","17031","17031031502","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","31.9",,,"29.4","34.3","4,712","4,125","POINT (-87.6523656 41.9636326)","17031031502","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","IL","Illinois","Cook","17031","17031140601","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","19.5",,,"16.4","23.1","2,545","1,965","POINT (-87.7258909 41.9646471)","17031140601","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","IL","Illinois","Cook","17031","17031081000","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","8.0",,,"7.0","9.1","8,746","8,455","POINT (-87.6321089 41.9002655)","17031081000","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","IL","Illinois","Cook","17031","17031031000","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","8.9",,,"7.9","9.9","3,868","3,439","POINT (-87.6711094 41.972437)","17031031000","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","IL","Illinois","Cook","17031","17031071600","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","3.2",,,"2.6","4.0","1,793","1,364","POINT (-87.6411823 41.9164722)","17031071600","HLTHOUT","COPD","CrdPrv","COPD"
"2023","IL","Illinois","Cook","17031","17031150800","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","11.2",,,"9.2","13.3","4,903","3,881","POINT (-87.7521182 41.9497086)","17031150800","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2022","IL","Illinois","Cook","17031","17031020602","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","62.0",,,"59.0","64.9","4,662","3,496","POINT (-87.6936373 42.0013156)","17031020602","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2023","IL","Illinois","Cook","17031","17031160601","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","2.2",,,"1.9","2.6","3,380","2,674","POINT (-87.7032936 41.959398)","17031160601","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","IL","Illinois","Cook","17031","17031081700","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","6.2",,,"5.1","8.6","5,537","5,301","POINT (-87.6318316 41.8922185)","17031081700","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","IL","Illinois","Cook","17031","17031170300","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","4.1",,,"3.6","4.7","5,216","4,215","POINT (-87.7968278 41.9491248)","17031170300","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","IL","Illinois","Cook","17031","17031070200","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","20.3",,,"17.7","23.4","4,200","3,684","POINT (-87.646293 41.9290777)","17031070200","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2022","IL","Illinois","Cook","17031","17031070200","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","4.7",,,"3.8","5.8","4,200","3,684","POINT (-87.646293 41.9290777)","17031070200","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","IL","Illinois","Cook","17031","17031070300","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","3.8",,,"3.0","5.0","4,349","3,871","POINT (-87.6513103 41.9290462)","17031070300","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2022","IL","Illinois","Cook","17031","17031061000","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","57.2",,,"53.5","61.0","2,279","2,099","POINT (-87.6519703 41.9492206)","17031061000","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2022","IL","Illinois","Cook","17031","17031020301","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","74.4",,,"68.7","79.6","5,261","3,907","POINT (-87.7051865 42.0068651)","17031020301","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2023","IL","Illinois","Cook","17031","17031030701","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","21.2",,,"18.8","23.6","1,671","1,529","POINT (-87.6579659 41.9827453)","17031030701","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","IL","Illinois","Cook","17031","17031062600","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","6.4",,,"5.6","7.4","2,477","1,760","POINT (-87.6709843 41.9359751)","17031062600","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","IL","Illinois","Cook","17031","17031062900","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","4.3",,,"3.6","5.4","4,125","3,635","POINT (-87.6564113 41.936237)","17031062900","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","IL","Illinois","Cook","17031","17031062700","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","16.9",,,"15.2","18.5","2,955","2,425","POINT (-87.6661103 41.9360862)","17031062700","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","IL","Illinois","Cook","17031","17031061000","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","6.9",,,"4.9","9.8","2,279","2,099","POINT (-87.6519703 41.9492206)","17031061000","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","IL","Illinois","Cook","17031","17031062400","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.2",,,"8.2","10.3","1,673","1,389","POINT (-87.6662882 41.9415556)","17031062400","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","IL","Illinois","Cook","17031","17031080300","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","22.2",,,"19.7","24.7","5,499","5,071","POINT (-87.6357987 41.9074899)","17031080300","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","IL","Illinois","Cook","17031","17031030703","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","19.1",,,"16.8","21.4","3,075","2,829","POINT (-87.6578708 41.9788749)","17031030703","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","IL","Illinois","Cook","17031","17031030900","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","89.7",,,"87.9","91.3","2,952","2,548","POINT (-87.6714454 41.9797951)","17031030900","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","IL","Illinois","Cook","17031","17031050700","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","13.7",,,"12.1","15.2","1,513","1,223","POINT (-87.6760595 41.945071)","17031050700","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","IL","Illinois","Cook","17031","17031170100","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","82.6",,,"80.2","84.6","2,034","1,866","POINT (-87.7948168 41.9558596)","17031170100","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","IL","Illinois","Cook","17031","17031080100","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","7.6",,,"6.6","8.8","6,388","5,976","POINT (-87.62679 41.9075487)","17031080100","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","IL","Illinois","Cook","17031","17031030102","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","5.4",,,"4.7","6.1","3,121","2,852","POINT (-87.6550225 41.9930264)","17031030102","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","IL","Illinois","Cook","17031","17031130100","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","3.9",,,"3.4","4.4","5,205","3,992","POINT (-87.7208089 41.991104)","17031130100","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","IL","Illinois","Cook","17031","17031020901","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","82.9",,,"80.6","85.3","5,848","4,299","POINT (-87.6854736 41.9943922)","17031020901","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","IL","Illinois","Cook","17031","17031081800","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","14.8",,,"13.2","16.5","11,373","10,668","POINT (-87.6391895 41.8933243)","17031081800","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","IL","Illinois","Cook","17031","17031150502","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","87.8",,,"86.0","89.4","4,239","3,352","POINT (-87.7818414 41.9567784)","17031150502","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","IL","Illinois","Cook","17031","17031030200","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","22.9",,,"20.4","25.5","5,627","4,785","POINT (-87.66523 41.9944414)","17031030200","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","IL","Illinois","Cook","17031","17031140500","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","16.4",,,"13.1","20.0","3,451","2,733","POINT (-87.7318319 41.9653619)","17031140500","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","IL","Illinois","Cook","17031","17031031900","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","9.6",,,"8.0","11.8","2,522","2,143","POINT (-87.6701841 41.963374)","17031031900","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","IL","Illinois","Cook","17031","17031031501","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","6.3",,,"5.5","7.2","4,155","3,603","POINT (-87.6524343 41.9672886)","17031031501","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","IL","Illinois","Cook","17031","17031010600","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","9.5",,,"8.3","10.8","6,225","5,441","POINT (-87.667683 42.0062774)","17031010600","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","IL","Illinois","Cook","17031","17031062600","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","4.5",,,"3.6","5.9","2,477","1,760","POINT (-87.6709843 41.9359751)","17031062600","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","IL","Illinois","Cook","17031","17031170400","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","21.4",,,"18.4","24.4","4,141","3,371","POINT (-87.8127107 41.9489081)","17031170400","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","IL","Illinois","Cook","17031","17031071800","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.3",,,"8.3","10.3","2,652","2,088","POINT (-87.645966 41.9145855)","17031071800","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","IL","Illinois","Cook","17031","17031062900","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","0.9",,,"0.8","1.0","4,125","3,635","POINT (-87.6564113 41.936237)","17031062900","HLTHOUT","STROKE","CrdPrv","Stroke"
