"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2023","GA","Georgia","DeKalb","13089","13089022007","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","27.2",,,"23.0","31.4","4,431","2,973","POINT (-84.246668 33.8103091)","13089022007","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","GA","Georgia","DeKalb","13089","13089021210","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","39.7",,,"36.4","42.8","6,109","4,429","POINT (-84.3127008 33.9413866)","13089021210","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","GA","Georgia","DeKalb","13089","13089020802","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","11.6",,,"10.0","13.6","4,226","3,214","POINT (-84.3018965 33.7470922)","13089020802","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","GA","Georgia","DeKalb","13089","13089023221","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","11.5",,,"9.2","14.1","3,064","2,374","POINT (-84.1835484 33.7739008)","13089023221","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","GA","Georgia","DeKalb","13089","13089021813","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","21.8",,,"18.0","25.8","2,771","2,109","POINT (-84.2384737 33.9011421)","13089021813","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","GA","Georgia","DeKalb","13089","13089022015","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","5.6",,,"4.8","6.4","2,109","1,597","POINT (-84.2231237 33.8043342)","13089022015","HLTHOUT","COPD","CrdPrv","COPD"
"2023","GA","Georgia","DeKalb","13089","13089020200","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","8.7",,,"7.5","10.3","2,202","1,857","POINT (-84.3402721 33.7756062)","13089020200","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","GA","Georgia","DeKalb","13089","13089022303","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","3.8",,,"3.3","4.5","3,236","2,791","POINT (-84.2881324 33.7979646)","13089022303","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","GA","Georgia","DeKalb","13089","13089020600","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","6.8",,,"5.8","8.1","2,843","2,210","POINT (-84.3356822 33.7576172)","13089020600","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","GA","Georgia","DeKalb","13089","13089022012","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","37.8",,,"34.7","40.9","4,310","2,669","POINT (-84.2422232 33.8010192)","13089022012","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","GA","Georgia","DeKalb","13089","13089023422","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","13.0",,,"10.8","15.4","5,786","4,428","POINT (-84.2653477 33.6621418)","13089023422","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","GA","Georgia","DeKalb","13089","13089023115","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","21.8",,,"19.2","24.4","1,395","1,385","POINT (-84.2413121 33.7737809)","13089023115","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","GA","Georgia","DeKalb","13089","13089021914","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","15.1",,,"13.3","17.1","4,343","3,347","POINT (-84.1601884 33.8002075)","13089021914","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","GA","Georgia","DeKalb","13089","13089020902","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","15.3",,,"11.9","19.1","2,752","2,242","POINT (-84.3317563 33.7307788)","13089020902","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2023","GA","Georgia","DeKalb","13089","13089023220","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","22.4",,,"18.7","26.2","3,703","2,843","POINT (-84.2021685 33.7711165)","13089023220","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","GA","Georgia","DeKalb","13089","13089022001","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","10.1",,,"8.6","11.8","4,571","3,717","POINT (-84.2501876 33.8208007)","13089022001","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","GA","Georgia","DeKalb","13089","13089021502","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","1.7",,,"1.5","1.9","5,503","5,040","POINT (-84.3411507 33.8172846)","13089021502","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","GA","Georgia","DeKalb","13089","13089023425","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","12.4",,,"10.5","14.6","6,142","4,887","POINT (-84.2293056 33.6744095)","13089023425","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","GA","Georgia","DeKalb","13089","13089021812","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","13.3",,,"11.2","15.2","2,477","1,982","POINT (-84.2375696 33.887915)","13089021812","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","GA","Georgia","DeKalb","13089","13089021224","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","9.5",,,"8.2","10.8","3,824","3,214","POINT (-84.3013919 33.9286262)","13089021224","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","GA","Georgia","DeKalb","13089","13089021230","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","20.8",,,"18.5","23.0","4,448","3,453","POINT (-84.3427655 33.9288336)","13089021230","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","GA","Georgia","DeKalb","13089","13089021609","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","4.6",,,"3.4","6.1","2,212","1,577","POINT (-84.3000775 33.8442926)","13089021609","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2023","GA","Georgia","DeKalb","13089","13089021502","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","5.8",,,"4.9","6.8","5,503","5,040","POINT (-84.3411507 33.8172846)","13089021502","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","GA","Georgia","DeKalb","13089","13089023324","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","80.6",,,"78.2","82.8","3,391","2,720","POINT (-84.149986 33.7701731)","13089023324","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2022","GA","Georgia","DeKalb","13089","13089023429","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","47.8",,,"44.4","51.1","3,745","2,620","POINT (-84.1329043 33.6975827)","13089023429","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2023","GA","Georgia","DeKalb","13089","13089021307","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","18.1",,,"15.4","21.0","3,951","3,040","POINT (-84.2742635 33.8909907)","13089021307","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","GA","Georgia","DeKalb","13089","13089022403","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","2.5",,,"2.2","2.8","4,119","3,202","POINT (-84.3212938 33.7761539)","13089022403","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","GA","Georgia","DeKalb","13089","13089023430","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","45.7",,,"40.6","50.4","5,543","3,934","POINT (-84.1575165 33.6955458)","13089023430","SOCLNEED","LONELINESS","CrdPrv","Loneliness"
"2023","GA","Georgia","DeKalb","13089","13089021818","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","15.8",,,"13.5","18.4","4,781","3,768","POINT (-84.224972 33.8385851)","13089021818","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","GA","Georgia","DeKalb","13089","13089020300","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","3.8",,,"3.1","4.8","4,036","2,944","POINT (-84.3296477 33.7659922)","13089020300","HLTHOUT","COPD","CrdPrv","COPD"
"2023","GA","Georgia","DeKalb","13089","13089022501","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","4.7",,,"4.1","5.4","3,960","2,978","POINT (-84.3039713 33.7714257)","13089022501","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","GA","Georgia","DeKalb","13089","13089021227","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","12.2",,,"10.8","13.8","5,766","4,429","POINT (-84.3258618 33.9301315)","13089021227","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","GA","Georgia","DeKalb","13089","13089021421","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","30.9",,,"27.9","33.8","2,517","1,647","POINT (-84.3219217 33.8535545)","13089021421","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","GA","Georgia","DeKalb","13089","13089022012","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","72.2",,,"68.8","75.4","4,310","2,669","POINT (-84.2422232 33.8010192)","13089022012","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","GA","Georgia","DeKalb","13089","13089020902","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","16.8",,,"14.2","19.5","2,752","2,242","POINT (-84.3317563 33.7307788)","13089020902","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","GA","Georgia","DeKalb","13089","13089021225","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","68.4",,,"64.9","71.6","2,131","1,839","POINT (-84.3111749 33.9238397)","13089021225","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","GA","Georgia","DeKalb","13089","13089023217","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","40.7",,,"36.1","45.0","3,907","3,062","POINT (-84.1779602 33.7529201)","13089023217","SOCLNEED","LONELINESS","CrdPrv","Loneliness"
"2023","GA","Georgia","DeKalb","13089","13089021505","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","5.5",,,"4.6","6.5","3,394","2,895","POINT (-84.3268623 33.8093253)","13089021505","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","GA","Georgia","DeKalb","13089","13089023435","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","71.0",,,"67.6","74.0","1,973","1,600","POINT (-84.1066345 33.6832037)","13089023435","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","GA","Georgia","DeKalb","13089","13089021503","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","27.6",,,"25.1","30.3","4,308","3,342","POINT (-84.3267018 33.8194923)","13089021503","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","GA","Georgia","DeKalb","13089","13089021821","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","23.5",,,"20.2","27.0","3,203","2,528","POINT (-84.2275178 33.8663273)","13089021821","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","GA","Georgia","DeKalb","13089","13089021606","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","75.9",,,"72.6","78.9","3,615","3,029","POINT (-84.3142789 33.8265115)","13089021606","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2023","GA","Georgia","DeKalb","13089","13089023107","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","76.5",,,"73.8","78.9","4,482","3,636","POINT (-84.2513283 33.7496649)","13089023107","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2022","GA","Georgia","DeKalb","13089","13089023410","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","27.7",,,"23.7","32.1","5,135","3,863","POINT (-84.2744739 33.70832)","13089023410","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","GA","Georgia","DeKalb","13089","13089021103","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","7.5",,,"5.7","10.3","5,106","4,380","POINT (-84.3392672 33.8746131)","13089021103","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","GA","Georgia","DeKalb","13089","13089020801","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","7.7",,,"5.6","10.2","2,673","2,126","POINT (-84.3162455 33.7558737)","13089020801","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","GA","Georgia","DeKalb","13089","13089023422","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","16.3",,,"14.1","18.6","5,786","4,428","POINT (-84.2653477 33.6621418)","13089023422","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2022","GA","Georgia","DeKalb","13089","13089022601","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","73.4",,,"70.5","76.0","4,788","3,816","POINT (-84.2942725 33.7816086)","13089022601","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2023","GA","Georgia","DeKalb","13089","13089021820","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","3.1",,,"2.6","3.7","2,367","2,049","POINT (-84.2509865 33.8555465)","13089021820","HLTHOUT","COPD","CrdPrv","COPD"
"2023","GA","Georgia","DeKalb","13089","13089023426","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","13.8",,,"11.8","16.2","4,604","3,685","POINT (-84.2035103 33.6713108)","13089023426","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","GA","Georgia","DeKalb","13089","13089022203","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","14.8",,,"12.6","17.2","2,435","2,114","POINT (-84.2743533 33.7864692)","13089022203","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","GA","Georgia","DeKalb","13089","13089022013","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","30.0",,,"25.2","35.1","3,790","2,617","POINT (-84.2350392 33.8209358)","13089022013","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","GA","Georgia","DeKalb","13089","13089020901","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","19.1",,,"16.4","22.0","3,456","2,937","POINT (-84.3407568 33.7407867)","13089020901","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","GA","Georgia","DeKalb","13089","13089021609","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","9.2",,,"7.2","11.7","2,212","1,577","POINT (-84.3000775 33.8442926)","13089021609","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","GA","Georgia","DeKalb","13089","13089023324","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","10.5",,,"9.0","12.4","3,391","2,720","POINT (-84.149986 33.7701731)","13089023324","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","GA","Georgia","DeKalb","13089","13089021208","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","17.8",,,"15.4","20.2","4,349","3,665","POINT (-84.3036985 33.9012099)","13089021208","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","GA","Georgia","DeKalb","13089","13089023438","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","15.1",,,"12.9","17.4","5,508","3,989","POINT (-84.2602646 33.6789661)","13089023438","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2022","GA","Georgia","DeKalb","13089","13089021104","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","30.8",,,"27.0","35.0","2,138","1,955","POINT (-84.3434063 33.8623505)","13089021104","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","GA","Georgia","DeKalb","13089","13089022001","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","27.3",,,"23.7","31.1","4,571","3,717","POINT (-84.2501876 33.8208007)","13089022001","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","GA","Georgia","DeKalb","13089","13089020600","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","74.8",,,"71.4","77.8","2,843","2,210","POINT (-84.3356822 33.7576172)","13089020600","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2023","GA","Georgia","DeKalb","13089","13089021210","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","3.3",,,"2.3","4.6","6,109","4,429","POINT (-84.3127008 33.9413866)","13089021210","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2023","GA","Georgia","DeKalb","13089","13089023115","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","5.2",,,"4.6","5.9","1,395","1,385","POINT (-84.2413121 33.7737809)","13089023115","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","GA","Georgia","DeKalb","13089","13089021228","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","9.5",,,"7.9","11.5","3,094","2,274","POINT (-84.316578 33.9571795)","13089021228","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","GA","Georgia","DeKalb","13089","13089021821","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","23.4",,,"21.0","25.9","3,203","2,528","POINT (-84.2275178 33.8663273)","13089021821","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","GA","Georgia","DeKalb","13089","13089023113","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","17.3",,,"14.7","20.2","2,985","2,464","POINT (-84.2532758 33.77719)","13089023113","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","GA","Georgia","DeKalb","13089","13089021915","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","19.5",,,"15.9","23.5","4,869","3,963","POINT (-84.1476178 33.80594)","13089021915","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","GA","Georgia","DeKalb","13089","13089021219","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","20.2",,,"18.0","22.5","4,308","3,207","POINT (-84.3349253 33.9103275)","13089021219","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","GA","Georgia","DeKalb","13089","13089022800","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","19.0",,,"16.3","22.4","4,297","3,014","POINT (-84.289584 33.7630331)","13089022800","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","GA","Georgia","DeKalb","13089","13089021416","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","30.3",,,"27.4","33.1","2,278","1,797","POINT (-84.3339712 33.847324)","13089021416","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","GA","Georgia","DeKalb","13089","13089023101","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","4.4",,,"3.8","5.0","4,281","3,587","POINT (-84.2760817 33.7439772)","13089023101","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2023","GA","Georgia","DeKalb","13089","13089021607","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","7.0",,,"5.7","8.4","1,947","1,758","POINT (-84.3241817 33.8343515)","13089021607","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","GA","Georgia","DeKalb","13089","13089021607","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","7.2",,,"6.2","8.3","1,947","1,758","POINT (-84.3241817 33.8343515)","13089021607","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","GA","Georgia","DeKalb","13089","13089022602","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","9.1",,,"7.5","11.2","2,475","1,672","POINT (-84.2846595 33.7815666)","13089022602","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","GA","Georgia","DeKalb","13089","13089023218","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","26.5",,,"21.6","31.5","3,011","2,380","POINT (-84.1925144 33.7550136)","13089023218","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","GA","Georgia","DeKalb","13089","13089021412","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","30.7",,,"27.8","33.6","4,050","2,891","POINT (-84.3152253 33.8718337)","13089021412","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","GA","Georgia","DeKalb","13089","13089021222","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","24.6",,,"21.2","28.2","4,325","3,599","POINT (-84.3167929 33.893607)","13089021222","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","GA","Georgia","DeKalb","13089","13089023102","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","38.6",,,"35.4","41.8","3,289","2,637","POINT (-84.2574271 33.7637316)","13089023102","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","GA","Georgia","DeKalb","13089","13089021306","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","8.9",,,"7.9","10.0","6,076","4,570","POINT (-84.2743604 33.918956)","13089021306","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","GA","Georgia","DeKalb","13089","13089023217","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","11.5",,,"8.7","14.8","3,907","3,062","POINT (-84.1779602 33.7529201)","13089023217","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","GA","Georgia","DeKalb","13089","13089022001","BRFSS","Disability","Any disability among adults","%","Crude prevalence","22.1",,,"19.4","24.8","4,571","3,717","POINT (-84.2501876 33.8208007)","13089022001","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2023","GA","Georgia","DeKalb","13089","13089023436","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","34.8",,,"31.8","37.7","3,166","2,401","POINT (-84.2376003 33.6611775)","13089023436","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2022","GA","Georgia","DeKalb","13089","13089023209","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","81.7",,,"76.1","86.6","5,582","4,222","POINT (-84.1725253 33.7743419)","13089023209","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2023","GA","Georgia","DeKalb","13089","13089023332","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","8.6",,,"7.5","9.9","2,698","2,101","POINT (-84.1597647 33.7474672)","13089023332","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","GA","Georgia","DeKalb","13089","13089021916","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","21.1",,,"16.2","25.9","3,616","2,565","POINT (-84.2125882 33.7920557)","13089021916","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2023","GA","Georgia","DeKalb","13089","13089021417","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","11.4",,,"9.7","13.3","4,310","3,327","POINT (-84.3342163 33.8396707)","13089021417","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","GA","Georgia","DeKalb","13089","13089023212","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","13.2",,,"11.1","15.4","3,766","2,930","POINT (-84.1729465 33.7402843)","13089023212","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","GA","Georgia","DeKalb","13089","13089021916","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","13.1",,,"10.7","15.5","3,616","2,565","POINT (-84.2125882 33.7920557)","13089021916","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2022","GA","Georgia","DeKalb","13089","13089021103","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","30.8",,,"27.0","35.1","5,106","4,380","POINT (-84.3392672 33.8746131)","13089021103","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","GA","Georgia","DeKalb","13089","13089023311","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","81.4",,,"78.7","83.9","4,300","3,356","POINT (-84.1200363 33.7788055)","13089023311","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2022","GA","Georgia","DeKalb","13089","13089023315","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","80.1",,,"74.2","85.2","6,559","5,016","POINT (-84.0660228 33.7541928)","13089023315","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2023","GA","Georgia","DeKalb","13089","13089023327","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","18.6",,,"16.1","21.0","6,024","4,457","POINT (-84.1532256 33.7251636)","13089023327","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","GA","Georgia","DeKalb","13089","13089021213","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","30.2",,,"26.6","34.0","3,529","2,560","POINT (-84.3423464 33.9541116)","13089021213","SOCLNEED","LONELINESS","CrdPrv","Loneliness"
"2023","GA","Georgia","DeKalb","13089","13089021223","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","6.1",,,"5.4","6.7","2,405","1,691","POINT (-84.3337899 33.9403169)","13089021223","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","GA","Georgia","DeKalb","13089","13089023325","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","17.6",,,"15.5","20.0","4,928","3,908","POINT (-84.0859872 33.7861911)","13089023325","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","GA","Georgia","DeKalb","13089","13089023114","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","16.2",,,"13.9","18.7","2,948","2,291","POINT (-84.229666 33.7806558)","13089023114","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","GA","Georgia","DeKalb","13089","13089021906","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","20.7",,,"17.5","23.8","5,628","4,167","POINT (-84.1769228 33.7979856)","13089021906","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","GA","Georgia","DeKalb","13089","13089021225","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","2.9",,,"2.6","3.3","2,131","1,839","POINT (-84.3111749 33.9238397)","13089021225","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","GA","Georgia","DeKalb","13089","13089021816","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","16.2",,,"14.0","18.8","2,844","2,219","POINT (-84.2286066 33.8880344)","13089021816","HLTHSTAT","GHLTH","CrdPrv","General Health"
